"WebID","Area","Data label","2016","2016%","2011","2011%","2006","2006%","2001","2001%","Data Type",
"10","Australia","Serbian","53800","0.2299","55114","0.2563","52530","0.2646","49152","0.2625","UR",
"10","Australia","Sinhalese","64613","0.2761","48192","0.2241","29056","0.1463","20660","0.1103","UR",
"10","Australia","Spanish","140813","0.6017","117493","0.5463","98002","0.4936","93410","0.4989","UR",
"10","Australia","Tamil","73161","0.3126","50145","0.2331","32704","0.1647","24029","0.1283","UR",
"10","Australia","Turkish","58356","0.2494","59625","0.2772","53858","0.2713","50606","0.2703","UR",
"10","Australia","Vietnamese","277391","1.1853","233388","1.0851","194854","0.9814","174027","0.9294","UR",
"10","Australia","Afrikaans","43748","0.1869","35027","0.1629","16809","0.0847","7979","0.0426","UR",
"10","Australia","Albanian","9183","0.0392","8945","0.0416","7858","0.0396","7551","0.0403","UR",
"10","Australia","Amharic","6813","0.0291","4515","0.0210","2854","0.0144","1454","0.0078","UR",
"10","Australia","Armenian","10205","0.0436","9706","0.0451","9622","0.0485","9742","0.0520","UR",
"10","Australia","Assyrian/Aramaic","45690","0.1952","31317","0.1456","23522","0.1185","18067","0.0965","UR",
"10","Australia","Auslan","10118","0.0432","8406","0.0391","5536","0.0279","3276","0.0175","UR",
"10","Australia","Bengali","54552","0.2331","35647","0.1657","20220","0.1018","11646","0.0622","UR",
"10","Australia","Bosnian","15822","0.0676","16266","0.0756","15738","0.0793","15916","0.0850","UR",
"10","Australia","Bulgarian","2679","0.0114","2316","0.0108","1984","0.0100","1899","0.0101","UR",
"10","Australia","Burmese","16321","0.0697","12337","0.0574","7458","0.0376","5886","0.0314","UR",
"10","Australia","Chinese, nfd","19974","0.0854","23792","0.1106","11667","0.0588","14566","0.0778","UR",
"10","Australia","Czech","7940","0.0339","7270","0.0338","6901","0.0348","7238","0.0387","UR",
"10","Australia","Danish","5777","0.0247","5751","0.0267","5443","0.0274","5196","0.0278","UR",
"10","Australia","Dinka","12692","0.0542","9807","0.0456","6597","0.0332","","","UR",
"10","Australia","Estonian","1836","0.0078","1417","0.0066","1251","0.0063","1628","0.0087","UR",
"10","Australia","Fijian","8148","0.0348","6827","0.0317","5254","0.0265","4873","0.0260","UR",
"10","Australia","Finnish","5979","0.0255","5971","0.0278","5873","0.0296","6219","0.0332","UR",
"10","Australia","Gujarati","52871","0.2259","34210","0.1591","11873","0.0598","5475","0.0292","UR",
"10","Australia","Hakka","8978","0.0384","8912","0.0414","7963","0.0401","7445","0.0398","UR",
"10","Australia","Hebrew","10344","0.0442","9666","0.0449","7569","0.0381","5901","0.0315","UR",
"10","Australia","Hmong","2452","0.0105","2023","0.0094","2013","0.0101","1787","0.0095","UR",
"10","Australia","Min Nan (incl.Hokkien)","17900","0.0765","16352","0.0760","14137","0.0712","12993","0.0694","UR",
"10","Australia","Indo-Aryan, nfd","1391","0.0059","4229","0.0197","5091","0.0256","1721","0.0092","UR",
"10","Australia","Kannada","9698","0.0414","5925","0.0275","3252","0.0164","1934","0.0103","UR",
"10","Australia","Karen","10267","0.0439","6399","0.0298","783","0.0039","","","UR",
"10","Australia","Kurdish","6202","0.0265","4590","0.0213","3597","0.0181","2839","0.0152","UR",
"10","Australia","Lao","9985","0.0427","9539","0.0444","9374","0.0472","9567","0.0511","UR",
"10","Australia","Latvian","2952","0.0126","3627","0.0169","4178","0.0210","5335","0.0285","UR",
"10","Australia","Malay","17936","0.0766","15893","0.0739","11361","0.0572","9397","0.0502","UR",
"10","Australia","Malayalam","53203","0.2273","25108","0.1167","7089","0.0357","3006","0.0161","UR",
"10","Australia","Maori (Cook Island)","5119","0.0219","4635","0.0216","3647","0.0184","3216","0.0172","UR",
"10","Australia","Maori (New Zealand)","11746","0.0502","9977","0.0464","6616","0.0333","5456","0.0291","UR",
"10","Australia","Marathi","13057","0.0558","8570","0.0398","4047","0.0204","2256","0.0120","UR",
"10","Australia","Nepali","62005","0.2650","27156","0.1263","4654","0.0234","2497","0.0133","UR",
"10","Australia","Non-verbal so described","33166","0.1417","21907","0.1019","27001","0.1360","11817","0.0631","UR",
"10","Australia","Norwegian","2895","0.0124","2673","0.0124","2296","0.0116","2865","0.0153","UR",
"10","Australia","Nuer","2158","0.0092","1700","0.0079","1196","0.0060","","","UR",
"10","Australia","Oromo","3047","0.0130","2027","0.0094","996","0.0050","549","0.0029","UR",
"10","Australia","Pashto","9234","0.0395","4799","0.0223","2568","0.0129","1604","0.0086","UR",
"10","Australia","Punjabi","132500","0.5662","71231","0.3312","23163","0.1167","14894","0.0795","UR",
"10","Australia","Romanian","12954","0.0554","12251","0.0570","10897","0.0549","10253","0.0548","UR",
"10","Australia","Serbo-Croatian Yugoslavian, so described","6062","0.0259","6688","0.0311","9314","0.0469","","","UR",
"10","Australia","Shona","11039","0.0472","8004","0.0372","2795","0.0141","383","0.0020","UR",
"10","Australia","Slovak","5432","0.0232","4992","0.0232","4577","0.0231","4675","0.0250","UR",
"10","Australia","Slovene","4083","0.0174","4185","0.0195","4312","0.0217","5077","0.0271","UR",
"10","Australia","Somali","14174","0.0606","9912","0.0461","6650","0.0335","4723","0.0252","UR",
"10","Australia","Swahili","11463","0.0490","6884","0.0320","3053","0.0154","1401","0.0075","UR",
"10","Australia","Swedish","8959","0.0383","7329","0.0341","5903","0.0297","4973","0.0266","UR",
"10","Australia","Telugu","34434","0.1471","18723","0.0871","8279","0.0417","3485","0.0186","UR",
"10","Australia","Tetum","1107","0.0047","954","0.0044","843","0.0042","728","0.0039","UR",
"10","Australia","Thai","55438","0.2369","36665","0.1705","23643","0.1191","17293","0.0924","UR",
"10","Australia","Tibetan","1479","0.0063","743","0.0035","394","0.0020","","","UR",
"10","Australia","Tokelauan","956","0.0041","860","0.0040","605","0.0030","","","UR",
"10","Australia","Tongan","17694","0.0756","16005","0.0744","12727","0.0641","10550","0.0563","UR",
"10","Australia","Tswana","444","0.0019","440","0.0020","507","0.0026","","","UR",
"10","Australia","Ukrainian","7675","0.0328","7761","0.0361","9017","0.0454","10698","0.0571","UR",
"10","Australia","Urdu","69295","0.2961","36835","0.1713","19289","0.0971","12476","0.0666","UR",
"10","Australia","Uygur","1020","0.0044","872","0.0041","369","0.0019","","","UR",
"10","Australia","Wu","3380","0.0144","2064","0.0096","1527","0.0077","1023","0.0055","UR",
"10","Australia","Yiddish","1502","0.0064","1762","0.0082","1905","0.0096","2667","0.0142","UR",
"10","Australia","Tigrinya","4579","0.0196","2792","0.0130","","","","","UR",
"20","Greater Capital Cities","Fijian Hindustani","2428","0.0160","1252","0.0091","","","","","UR",
"20","Greater Capital Cities","Chin Haka","4633","0.0305","753","0.0055","","","","","UR",
"20","Greater Capital Cities","Arabic","303849","2.0018","272053","1.9794","233717","1.8559","201416","1.7052","UR",
"20","Greater Capital Cities","Australian Indigenous Languages","4173","0.0275","3895","0.0283","5304","0.0421","2859","0.0242","UR",
"20","Greater Capital Cities","Cantonese","264339","1.7415","248543","1.8084","230847","1.8331","212328","1.7975","UR",
"20","Greater Capital Cities","Mandarin","545372","3.5930","310587","2.2598","205214","1.6295","130418","1.1041","UR",
"20","Greater Capital Cities","Croatian","46607","0.3071","50296","0.3659","52064","0.4134","57336","0.4854","UR",
"20","Greater Capital Cities","Dutch","22612","0.1490","24733","0.1800","23941","0.1901","26897","0.2277","UR",
"20","Greater Capital Cities","Filipino/Tagalog","146655","0.9662","113029","0.8224","79665","0.6326","68507","0.5800","UR",
"20","Greater Capital Cities","French","55999","0.3689","45461","0.3308","34276","0.2722","31909","0.2701","UR",
"20","Greater Capital Cities","German","54053","0.3561","54295","0.3950","50506","0.4010","51458","0.4356","UR",
"20","Greater Capital Cities","Greek","221338","1.4582","234758","1.7081","234725","1.8639","244932","2.0736","UR",
"20","Greater Capital Cities","Hindi","146412","0.9646","102455","0.7455","65127","0.5171","44406","0.3759","UR",
"20","Greater Capital Cities","Hungarian","16222","0.1069","17115","0.1245","17815","0.1415","20355","0.1723","UR",
"20","Greater Capital Cities","Indonesian","61400","0.4045","50663","0.3686","38286","0.3040","35330","0.2991","UR",
"20","Greater Capital Cities","Persian/Dari/Hazaraghi","100855","0.6644","50123","0.3647","34263","0.2721","23367","0.1978","UR",
"20","Greater Capital Cities","Italian","230331","1.5175","253158","1.8420","267841","2.1268","298475","2.5269","UR",
"20","Greater Capital Cities","Japanese","40652","0.2678","31473","0.2290","25600","0.2033","20881","0.1768","UR",
"20","Greater Capital Cities","Khmer","33688","0.2219","28289","0.2058","23972","0.1904","21281","0.1802","UR",
"20","Greater Capital Cities","Korean","96563","0.6362","71380","0.5194","49857","0.3959","36511","0.3091","UR",
"20","Greater Capital Cities","Macedonian","54111","0.3565","56137","0.4084","55015","0.4369","58164","0.4924","UR",
"20","Greater Capital Cities","Maltese","28695","0.1890","30979","0.2254","32989","0.2620","37390","0.3165","UR",
"20","Greater Capital Cities","Polish","41004","0.2701","43282","0.3149","45653","0.3625","50249","0.4254","UR",
"20","Greater Capital Cities","Portuguese","40676","0.2680","27581","0.2007","21709","0.1724","20271","0.1716","UR",
"20","Greater Capital Cities","Russian","44576","0.2937","39420","0.2868","33093","0.2628","31823","0.2694","UR",
"20","Greater Capital Cities","Samoan","41438","0.2730","33517","0.2439","26482","0.2103","21039","0.1781","UR",
"20","Greater Capital Cities","Serbian","46734","0.3079","47899","0.3485","45655","0.3625","42699","0.3615","UR",
"20","Greater Capital Cities","Sinhalese","58321","0.3842","44034","0.3204","26911","0.2137","19080","0.1615","UR",
"20","Greater Capital Cities","Spanish","121430","0.8000","101567","0.7390","85236","0.6768","82002","0.6942","UR",
"20","Greater Capital Cities","Tamil","67177","0.4426","45941","0.3343","30263","0.2403","22151","0.1875","UR",
"20","Greater Capital Cities","Turkish","53675","0.3536","54793","0.3987","49023","0.3893","45898","0.3886","UR",
"20","Greater Capital Cities","Vietnamese","262521","1.7295","221903","1.6145","186661","1.4822","166850","1.4125","UR",
"20","Greater Capital Cities","Afrikaans","29900","0.1970","23507","0.1710","11480","0.0912","5978","0.0506","UR",
"20","Greater Capital Cities","Albanian","8240","0.0543","7913","0.0576","6842","0.0543","6516","0.0552","UR",
"20","Greater Capital Cities","Amharic","6435","0.0424","4231","0.0308","2757","0.0219","1373","0.0116","UR",
"20","Greater Capital Cities","Armenian","9966","0.0657","9540","0.0694","9474","0.0752","9551","0.0809","UR",
"20","Greater Capital Cities","Assyrian/Aramaic","45238","0.2980","31048","0.2259","23297","0.1850","17883","0.1514","UR",
"20","Greater Capital Cities","Auslan","7160","0.0472","6032","0.0439","3981","0.0316","2419","0.0205","UR",
"20","Greater Capital Cities","Bengali","49073","0.3233","32040","0.2331","18252","0.1449","10376","0.0878","UR",
"20","Greater Capital Cities","Bosnian","14303","0.0942","14670","0.1067","14137","0.1123","14403","0.1219","UR",
"20","Greater Capital Cities","Bulgarian","2374","0.0156","2066","0.0150","1768","0.0140","1672","0.0142","UR",
"20","Greater Capital Cities","Burmese","14641","0.0965","11184","0.0814","6928","0.0550","5562","0.0471","UR",
"20","Greater Capital Cities","Chinese, nfd","17318","0.1141","20699","0.1506","10366","0.0823","13549","0.1147","UR",
"20","Greater Capital Cities","Czech","6260","0.0412","5662","0.0412","5449","0.0433","5962","0.0505","UR",
"20","Greater Capital Cities","Danish","3996","0.0263","3947","0.0287","3762","0.0299","3812","0.0323","UR",
"20","Greater Capital Cities","Dinka","10867","0.0716","8092","0.0589","5769","0.0458","","","UR",
"20","Greater Capital Cities","Estonian","1360","0.0090","1001","0.0073","972","0.0077","1362","0.0115","UR",
"20","Greater Capital Cities","Fijian","6077","0.0400","5231","0.0381","4285","0.0340","4034","0.0342","UR",
"20","Greater Capital Cities","Finnish","3722","0.0245","3720","0.0271","3596","0.0286","3808","0.0322","UR",
"20","Greater Capital Cities","Gujarati","48505","0.3196","31995","0.2328","11127","0.0884","5120","0.0433","UR",
"20","Greater Capital Cities","Hakka","8679","0.0572","8621","0.0627","7671","0.0609","7079","0.0599","UR",
"20","Greater Capital Cities","Hebrew","9381","0.0618","8701","0.0633","6905","0.0548","5491","0.0465","UR",
"20","Greater Capital Cities","Hmong","1677","0.0110","1448","0.0105","1286","0.0102","1019","0.0086","UR",
"20","Greater Capital Cities","Min Nan (incl.Hokkien)","17038","0.1122","15661","0.1139","13575","0.1078","12434","0.1053","UR",
"20","Greater Capital Cities","Indo-Aryan, nfd","1239","0.0082","3402","0.0248","4610","0.0366","1622","0.0137","UR",
"20","Greater Capital Cities","Kannada","8902","0.0586","5476","0.0398","2993","0.0238","1817","0.0154","UR",
"20","Greater Capital Cities","Karen","7366","0.0485","4932","0.0359","766","0.0061","","","UR",
"20","Greater Capital Cities","Kurdish","5849","0.0385","4378","0.0319","3435","0.0273","2673","0.0226","UR",
"20","Greater Capital Cities","Lao","8545","0.0563","8263","0.0601","8108","0.0644","8311","0.0704","UR",
"20","Greater Capital Cities","Latvian","2333","0.0154","2913","0.0212","3405","0.0270","4497","0.0381","UR",
"20","Greater Capital Cities","Malay","14437","0.0951","13358","0.0972","8822","0.0701","6857","0.0581","UR",
"20","Greater Capital Cities","Malayalam","41975","0.2765","21075","0.1533","6399","0.0508","2836","0.0240","UR",
"20","Greater Capital Cities","Maori (Cook Island)","3920","0.0258","3532","0.0257","3061","0.0243","2647","0.0224","UR",
"20","Greater Capital Cities","Maori (New Zealand)","8475","0.0558","6974","0.0507","4816","0.0382","3958","0.0335","UR",
"20","Greater Capital Cities","Marathi","12104","0.0797","7963","0.0579","3746","0.0297","2076","0.0176","UR",
"20","Greater Capital Cities","Nepali","54713","0.3605","24533","0.1785","4312","0.0342","2288","0.0194","UR",
"20","Greater Capital Cities","Non-verbal so described","27222","0.1793","17041","0.1240","19763","0.1569","8891","0.0753","UR",
"20","Greater Capital Cities","Norwegian","1978","0.0130","1884","0.0137","1624","0.0129","1999","0.0169","UR",
"20","Greater Capital Cities","Nuer","1752","0.0115","1341","0.0098","1094","0.0087","","","UR",
"20","Greater Capital Cities","Oromo","2942","0.0194","1964","0.0143","990","0.0079","551","0.0047","UR",
"20","Greater Capital Cities","Pashto","8288","0.0546","4361","0.0317","2420","0.0192","1532","0.0130","UR",
"20","Greater Capital Cities","Punjabi","115388","0.7602","63266","0.4603","19744","0.1568","12001","0.1016","UR",
"20","Greater Capital Cities","Romanian","11485","0.0757","11036","0.0803","9962","0.0791","9394","0.0795","UR",
"20","Greater Capital Cities","Serbo-Croatian Yugoslavian, so described","4865","0.0321","5306","0.0386","7424","0.0590","","","UR",
"20","Greater Capital Cities","Shona","8180","0.0539","5811","0.0423","1916","0.0152","310","0.0026","UR",
"20","Greater Capital Cities","Slovak","4702","0.0310","4350","0.0317","4023","0.0319","4057","0.0343","UR",
"20","Greater Capital Cities","Slovene","3109","0.0205","3161","0.0230","3247","0.0258","3849","0.0326","UR",
"20","Greater Capital Cities","Somali","13709","0.0903","9614","0.0700","6557","0.0521","4631","0.0392","UR",
"20","Greater Capital Cities","Swahili","9082","0.0598","5428","0.0395","2526","0.0201","1019","0.0086","UR",
"20","Greater Capital Cities","Swedish","6484","0.0427","5298","0.0385","4283","0.0340","3451","0.0292","UR",
"20","Greater Capital Cities","Telugu","30522","0.2011","16710","0.1216","7550","0.0600","3203","0.0271","UR",
"20","Greater Capital Cities","Tetum","974","0.0064","922","0.0067","804","0.0064","660","0.0056","UR",
"20","Greater Capital Cities","Thai","44310","0.2919","29065","0.2115","19110","0.1517","13926","0.1179","UR",
"20","Greater Capital Cities","Tibetan","1296","0.0085","624","0.0045","345","0.0027","","","UR",
"20","Greater Capital Cities","Tokelauan","690","0.0045","569","0.0041","431","0.0034","","","UR",
"20","Greater Capital Cities","Tongan","14898","0.0982","13183","0.0959","10797","0.0857","8871","0.0751","UR",
"20","Greater Capital Cities","Tswana","283","0.0019","289","0.0021","355","0.0028","","","UR",
"20","Greater Capital Cities","Ukrainian","6333","0.0417","6277","0.0457","7269","0.0577","8454","0.0716","UR",
"20","Greater Capital Cities","Urdu","62818","0.4139","33221","0.2417","17507","0.1390","11335","0.0960","UR",
"20","Greater Capital Cities","Uygur","997","0.0066","872","0.0063","365","0.0029","","","UR",
"20","Greater Capital Cities","Wu","3269","0.0215","2010","0.0146","1479","0.0117","968","0.0082","UR",
"20","Greater Capital Cities","Yiddish","1463","0.0096","1714","0.0125","1845","0.0147","2600","0.0220","UR",
"20","Greater Capital Cities","Tigrinya","4240","0.0279","2635","0.0192","","","","","UR",
"40","New South Wales","Fijian Hindustani","1464","0.0196","712","0.0103","","","","","UR",
"40","New South Wales","Chin Haka","166","0.0022","33","0.0005","","","","","UR",
"40","New South Wales","Arabic","200825","2.6847","184271","2.6638","164983","2.5191","145636","2.3060","UR",
"40","New South Wales","Australian Indigenous Languages","1922","0.0257","1299","0.0188","1958","0.0299","882","0.0140","UR",
"40","New South Wales","Cantonese","143333","1.9162","136367","1.9713","129601","1.9789","120770","1.9123","UR",
"40","New South Wales","Mandarin","239945","3.2077","139768","2.0205","100596","1.5360","65816","1.0421","UR",
"40","New South Wales","Croatian","21156","0.2828","22843","0.3302","23609","0.3605","25981","0.4114","UR",
"40","New South Wales","Dutch","8686","0.1161","9347","0.1351","8720","0.1331","9629","0.1525","UR",
"40","New South Wales","Filipino/Tagalog","69341","0.9270","58267","0.8423","47467","0.7248","42827","0.6781","UR",
"40","New South Wales","French","23743","0.3174","19016","0.2749","15185","0.2319","14442","0.2287","UR",
"40","New South Wales","German","23033","0.3079","23485","0.3395","22103","0.3375","22162","0.3509","UR",
"40","New South Wales","Greek","81683","1.0920","86563","1.2513","86152","1.3155","90133","1.4272","UR",
"40","New South Wales","Hindi","67034","0.8961","52830","0.7637","38151","0.5825","28158","0.4459","UR",
"40","New South Wales","Hungarian","6533","0.0873","6999","0.1012","7515","0.1147","8720","0.1381","UR",
"40","New South Wales","Indonesian","30032","0.4015","24780","0.3582","19053","0.2909","18047","0.2858","UR",
"40","New South Wales","Persian/Dari/Hazaraghi","36017","0.4815","21399","0.3093","17322","0.2645","12263","0.1942","UR",
"40","New South Wales","Italian","75694","1.0119","83201","1.2027","87292","1.3329","96683","1.5309","UR",
"40","New South Wales","Japanese","17319","0.2315","14361","0.2076","12530","0.1913","11124","0.1761","UR",
"40","New South Wales","Khmer","11694","0.1563","10241","0.1480","8776","0.1340","8219","0.1301","UR",
"40","New South Wales","Korean","59912","0.8009","47488","0.6865","36673","0.5600","30099","0.4766","UR",
"40","New South Wales","Macedonian","28144","0.3762","29464","0.4259","28938","0.4419","30647","0.4853","UR",
"40","New South Wales","Maltese","12327","0.1648","13261","0.1917","14339","0.2189","16279","0.2578","UR",
"40","New South Wales","Polish","14124","0.1888","14882","0.2151","15512","0.2369","17054","0.2700","UR",
"40","New South Wales","Portuguese","23003","0.3075","16339","0.2362","13547","0.2069","13056","0.2067","UR",
"40","New South Wales","Russian","18763","0.2508","16467","0.2380","14053","0.2146","13830","0.2190","UR",
"40","New South Wales","Samoan","16544","0.2212","14906","0.2155","12901","0.1970","10978","0.1738","UR",
"40","New South Wales","Serbian","21488","0.2873","22231","0.3214","21598","0.3298","20473","0.3242","UR",
"40","New South Wales","Sinhalese","11234","0.1502","9338","0.1350","6739","0.1029","5375","0.0851","UR",
"40","New South Wales","Spanish","63527","0.8493","55600","0.8037","49553","0.7566","49286","0.7804","UR",
"40","New South Wales","Tamil","29681","0.3968","21517","0.3110","15736","0.2403","12077","0.1912","UR",
"40","New South Wales","Turkish","21620","0.2890","22237","0.3215","20597","0.3145","19113","0.3026","UR",
"40","New South Wales","Vietnamese","102896","1.3756","87500","1.2649","74584","1.1388","67814","1.0738","UR",
"40","New South Wales","Afrikaans","7735","0.1034","6180","0.0893","3602","0.0550","2336","0.0370","UR",
"40","New South Wales","Albanian","772","0.0103","730","0.0106","698","0.0107","777","0.0123","UR",
"40","New South Wales","Amharic","769","0.0103","684","0.0099","430","0.0066","267","0.0042","UR",
"40","New South Wales","Armenian","7843","0.1048","7545","0.1091","7448","0.1137","7514","0.1190","UR",
"40","New South Wales","Assyrian/Aramaic","29744","0.3976","21039","0.3041","16138","0.2464","13253","0.2099","UR",
"40","New South Wales","Auslan","2695","0.0360","2259","0.0327","1494","0.0228","1043","0.0165","UR",
"40","New South Wales","Bengali","31687","0.4236","21475","0.3104","13005","0.1986","7681","0.1216","UR",
"40","New South Wales","Bosnian","3885","0.0519","4050","0.0585","3867","0.0590","4284","0.0678","UR",
"40","New South Wales","Bulgarian","843","0.0113","706","0.0102","636","0.0097","607","0.0096","UR",
"40","New South Wales","Burmese","4901","0.0655","4027","0.0582","2788","0.0426","2105","0.0333","UR",
"40","New South Wales","Chinese, nfd","7115","0.0951","9425","0.1362","5059","0.0772","7576","0.1200","UR",
"40","New South Wales","Czech","3392","0.0453","3002","0.0434","2848","0.0435","2940","0.0466","UR",
"40","New South Wales","Danish","1728","0.0231","1754","0.0254","1702","0.0260","1658","0.0263","UR",
"40","New South Wales","Dinka","2010","0.0269","2356","0.0341","1816","0.0277","","","UR",
"40","New South Wales","Estonian","608","0.0081","531","0.0077","610","0.0093","745","0.0118","UR",
"40","New South Wales","Fijian","4525","0.0605","3878","0.0561","3394","0.0518","3650","0.0578","UR",
"40","New South Wales","Finnish","1589","0.0212","1554","0.0225","1524","0.0233","1681","0.0266","UR",
"40","New South Wales","Gujarati","18873","0.2523","13712","0.1982","5652","0.0863","2719","0.0431","UR",
"40","New South Wales","Hakka","1679","0.0224","1688","0.0244","1516","0.0231","1387","0.0220","UR",
"40","New South Wales","Hebrew","3468","0.0464","3137","0.0453","2513","0.0384","1876","0.0297","UR",
"40","New South Wales","Hmong","151","0.0020","167","0.0024","122","0.0019","152","0.0024","UR",
"40","New South Wales","Min Nan (incl.Hokkien)","7210","0.0964","6749","0.0976","5820","0.0889","5007","0.0793","UR",
"40","New South Wales","Indo-Aryan, nfd","611","0.0082","149","0.0022","2392","0.0365","806","0.0128","UR",
"40","New South Wales","Kannada","3663","0.0490","2201","0.0318","1499","0.0229","997","0.0158","UR",
"40","New South Wales","Karen","827","0.0111","670","0.0097","195","0.0030","","","UR",
"40","New South Wales","Kurdish","2654","0.0355","2253","0.0326","1873","0.0286","1584","0.0251","UR",
"40","New South Wales","Lao","5404","0.0722","5219","0.0754","5227","0.0798","5485","0.0869","UR",
"40","New South Wales","Latvian","875","0.0117","1038","0.0150","1246","0.0190","1533","0.0243","UR",
"40","New South Wales","Malay","2838","0.0379","2543","0.0368","1561","0.0238","1350","0.0214","UR",
"40","New South Wales","Malayalam","13881","0.1856","5791","0.0837","2322","0.0355","1266","0.0200","UR",
"40","New South Wales","Maori (Cook Island)","1612","0.0216","1501","0.0217","1500","0.0229","1431","0.0227","UR",
"40","New South Wales","Maori (New Zealand)","2429","0.0325","2342","0.0339","2274","0.0347","2136","0.0338","UR",
"40","New South Wales","Marathi","5969","0.0798","4371","0.0632","2301","0.0351","1434","0.0227","UR",
"40","New South Wales","Nepali","34606","0.4626","16133","0.2332","3214","0.0491","1706","0.0270","UR",
"40","New South Wales","Non-verbal so described","11716","0.1566","7685","0.1111","9439","0.1441","4319","0.0684","UR",
"40","New South Wales","Norwegian","964","0.0129","911","0.0132","690","0.0105","779","0.0123","UR",
"40","New South Wales","Nuer","19","0.0003","42","0.0006","32","0.0005","","","UR",
"40","New South Wales","Oromo","115","0.0015","106","0.0015","31","0.0005","21","0.0003","UR",
"40","New South Wales","Pashto","2654","0.0355","1505","0.0218","932","0.0142","604","0.0096","UR",
"40","New South Wales","Punjabi","33435","0.4470","21551","0.3115","10373","0.1584","7747","0.1227","UR",
"40","New South Wales","Romanian","2451","0.0328","2375","0.0343","2252","0.0344","2209","0.0350","UR",
"40","New South Wales","Serbo-Croatian Yugoslavian, so described","1828","0.0244","2094","0.0303","2901","0.0443","","","UR",
"40","New South Wales","Shona","2583","0.0345","2021","0.0292","1040","0.0159","104","0.0016","UR",
"40","New South Wales","Slovak","2238","0.0299","1866","0.0270","1616","0.0247","1556","0.0246","UR",
"40","New South Wales","Slovene","1269","0.0170","1309","0.0189","1438","0.0220","1737","0.0275","UR",
"40","New South Wales","Somali","1244","0.0166","994","0.0144","789","0.0120","718","0.0114","UR",
"40","New South Wales","Swahili","1773","0.0237","1188","0.0172","613","0.0094","390","0.0062","UR",
"40","New South Wales","Swedish","3317","0.0443","2540","0.0367","2008","0.0307","1669","0.0264","UR",
"40","New South Wales","Telugu","12456","0.1665","7128","0.1030","3748","0.0572","1775","0.0281","UR",
"40","New South Wales","Tetum","300","0.0040","278","0.0040","308","0.0047","313","0.0050","UR",
"40","New South Wales","Thai","24839","0.3321","15716","0.2272","10290","0.1571","7679","0.1216","UR",
"40","New South Wales","Tibetan","857","0.0115","392","0.0057","206","0.0031","","","UR",
"40","New South Wales","Tokelauan","455","0.0061","386","0.0056","346","0.0053","","","UR",
"40","New South Wales","Tongan","10286","0.1375","9721","0.1405","8506","0.1299","7264","0.1150","UR",
"40","New South Wales","Tswana","93","0.0012","70","0.0010","111","0.0017","","","UR",
"40","New South Wales","Ukrainian","2208","0.0295","2254","0.0326","2756","0.0421","3144","0.0498","UR",
"40","New South Wales","Urdu","29722","0.3973","17732","0.2563","10553","0.1611","7453","0.1180","UR",
